code,evidence,level,message,mode,page,score,suggested_action,target
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""coordinate_status_no_grid_bbox"", ""too_few_rows"", ""too_few_columns""], ""rows"": 0, ""columns"": 0, ""span_count"": 0, ""span_coverage"": 0.0, ""spans_per_row"": 0.0, ""span_per_row_limit"": 12.0, ""max_cell_chars"": 0, ""max_to_median_cell_char_ratio"": 0.0, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_coordinate_grid"", ""page"": 9, ""status"": ""no_grid_bbox"", ""horizontal_line_count"": 0, ""vertical_line_count"": 0, ""non_table_text_line_count"": 17, ""non_table_text_chars"": 307}, ""selected_model"": ""gpt-5.4-mini"", ""model_selection_reasons"": []}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,9,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 41, ""columns"": 10, ""span_count"": 284, ""span_coverage"": 0.7711, ""spans_per_row"": 6.9268, ""span_per_row_limit"": 30.0, ""max_cell_chars"": 38, ""max_to_median_cell_char_ratio"": 12.6667, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 10, ""status"": ""ok"", ""bbox"": [30.12, 78.69, 388.06, 561.37], ""table_area_ratio"": 0.6918, ""horizontal_line_count"": 0, ""vertical_line_count"": 1, ""line_count"": 44, ""table_line_count"": 42, ""raw_rows"": 42, ""raw_columns"": 10, ""trimmed_rows"": 41, ""trimmed_columns"": 10, ""span_count"": 284, ""assigned_span_count"": 219, ""span_coverage"": 0.7711, ""spans_per_trimmed_row"": 6.9268, ""max_cell_chars"": 38, ""median_cell_chars"": 3.0, ""max_to_median_cell_char_ratio"": 12.6667, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010""], ""non_table_text_line_count"": 2, ""non_table_text_chars"": 4}, ""selected_model"": ""gpt-5.4-mini"", ""model_selection_reasons"": []}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,10,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4-mini"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""table_count_mismatch"", ""column_count_mismatch"", ""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 41, ""columns"": 10, ""span_count"": 284, ""span_coverage"": 0.7711, ""spans_per_row"": 6.9268, ""span_per_row_limit"": 30.0, ""max_cell_chars"": 38, ""max_to_median_cell_char_ratio"": 12.6667, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 8090, ""table_count"": 1, ""numeric_cell_count"": 62, ""unknown_token_count"": 0, ""max_table_columns"": 10, ""table_column_counts"": [10]}, ""vlm_metrics"": {""chars"": 3537, ""table_count"": 3, ""numeric_cell_count"": 16, ""unknown_token_count"": 0, ""max_table_columns"": 2, ""table_column_counts"": [2, 2, 2]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,10,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 46, ""columns"": 8, ""span_count"": 294, ""span_coverage"": 0.9456, ""spans_per_row"": 6.3913, ""span_per_row_limit"": 24.0, ""max_cell_chars"": 23, ""max_to_median_cell_char_ratio"": 5.75, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 11, ""status"": ""ok"", ""bbox"": [31.97, 32.13, 386.15, 561.26], ""table_area_ratio"": 0.7504, ""horizontal_line_count"": 0, ""vertical_line_count"": 1, ""line_count"": 47, ""table_line_count"": 46, ""raw_rows"": 46, ""raw_columns"": 8, ""trimmed_rows"": 46, ""trimmed_columns"": 8, ""span_count"": 294, ""assigned_span_count"": 278, ""span_coverage"": 0.9456, ""spans_per_trimmed_row"": 6.3913, ""max_cell_chars"": 23, ""median_cell_chars"": 4.0, ""max_to_median_cell_char_ratio"": 5.75, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008""], ""non_table_text_line_count"": 1, ""non_table_text_chars"": 1}, ""selected_model"": ""gpt-5.4-mini"", ""model_selection_reasons"": []}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,11,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4-mini"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 46, ""columns"": 8, ""span_count"": 294, ""span_coverage"": 0.9456, ""spans_per_row"": 6.3913, ""span_per_row_limit"": 24.0, ""max_cell_chars"": 23, ""max_to_median_cell_char_ratio"": 5.75, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 5858, ""table_count"": 1, ""numeric_cell_count"": 57, ""unknown_token_count"": 0, ""max_table_columns"": 8, ""table_column_counts"": [8]}, ""vlm_metrics"": {""chars"": 2305, ""table_count"": 0, ""numeric_cell_count"": 0, ""unknown_token_count"": 0, ""max_table_columns"": 0, ""table_column_counts"": []}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,11,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 46, ""columns"": 9, ""span_count"": 301, ""span_coverage"": 0.897, ""spans_per_row"": 6.5435, ""span_per_row_limit"": 27.0, ""max_cell_chars"": 23, ""max_to_median_cell_char_ratio"": 5.75, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 12, ""status"": ""ok"", ""bbox"": [31.04, 32.15, 386.01, 561.25], ""table_area_ratio"": 0.7521, ""horizontal_line_count"": 0, ""vertical_line_count"": 1, ""line_count"": 47, ""table_line_count"": 46, ""raw_rows"": 46, ""raw_columns"": 9, ""trimmed_rows"": 46, ""trimmed_columns"": 9, ""span_count"": 301, ""assigned_span_count"": 270, ""span_coverage"": 0.897, ""spans_per_trimmed_row"": 6.5435, ""max_cell_chars"": 23, ""median_cell_chars"": 4.0, ""max_to_median_cell_char_ratio"": 5.75, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009""], ""non_table_text_line_count"": 1, ""non_table_text_chars"": 2}, ""selected_model"": ""gpt-5.4-mini"", ""model_selection_reasons"": []}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,12,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4-mini"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 46, ""columns"": 9, ""span_count"": 301, ""span_coverage"": 0.897, ""spans_per_row"": 6.5435, ""span_per_row_limit"": 27.0, ""max_cell_chars"": 23, ""max_to_median_cell_char_ratio"": 5.75, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 6435, ""table_count"": 1, ""numeric_cell_count"": 55, ""unknown_token_count"": 0, ""max_table_columns"": 9, ""table_column_counts"": [9]}, ""vlm_metrics"": {""chars"": 2592, ""table_count"": 0, ""numeric_cell_count"": 0, ""unknown_token_count"": 0, ""max_table_columns"": 0, ""table_column_counts"": []}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,12,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 46, ""columns"": 11, ""span_count"": 311, ""span_coverage"": 0.926, ""spans_per_row"": 6.7609, ""span_per_row_limit"": 33.0, ""max_cell_chars"": 22, ""max_to_median_cell_char_ratio"": 4.4, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 13, ""status"": ""ok"", ""bbox"": [34.29, 32.13, 385.99, 561.37], ""table_area_ratio"": 0.7453, ""horizontal_line_count"": 0, ""vertical_line_count"": 1, ""line_count"": 47, ""table_line_count"": 46, ""raw_rows"": 46, ""raw_columns"": 11, ""trimmed_rows"": 46, ""trimmed_columns"": 11, ""span_count"": 311, ""assigned_span_count"": 288, ""span_coverage"": 0.926, ""spans_per_trimmed_row"": 6.7609, ""max_cell_chars"": 22, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 4.4, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011""], ""non_table_text_line_count"": 1, ""non_table_text_chars"": 3}, ""selected_model"": ""gpt-5.4-mini"", ""model_selection_reasons"": []}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,13,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4-mini"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 46, ""columns"": 11, ""span_count"": 311, ""span_coverage"": 0.926, ""spans_per_row"": 6.7609, ""span_per_row_limit"": 33.0, ""max_cell_chars"": 22, ""max_to_median_cell_char_ratio"": 4.4, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 7444, ""table_count"": 1, ""numeric_cell_count"": 54, ""unknown_token_count"": 0, ""max_table_columns"": 11, ""table_column_counts"": [11]}, ""vlm_metrics"": {""chars"": 1749, ""table_count"": 0, ""numeric_cell_count"": 0, ""unknown_token_count"": 0, ""max_table_columns"": 0, ""table_column_counts"": []}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,13,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 46, ""columns"": 12, ""span_count"": 286, ""span_coverage"": 0.972, ""spans_per_row"": 6.2174, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 22, ""max_to_median_cell_char_ratio"": 4.4, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 14, ""status"": ""ok"", ""bbox"": [34.72, 32.15, 386.0, 561.29], ""table_area_ratio"": 0.7443, ""horizontal_line_count"": 0, ""vertical_line_count"": 1, ""line_count"": 47, ""table_line_count"": 46, ""raw_rows"": 46, ""raw_columns"": 12, ""trimmed_rows"": 46, ""trimmed_columns"": 12, ""span_count"": 286, ""assigned_span_count"": 278, ""span_coverage"": 0.972, ""spans_per_trimmed_row"": 6.2174, ""max_cell_chars"": 22, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 4.4, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012""], ""non_table_text_line_count"": 1, ""non_table_text_chars"": 4}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,14,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 45, ""columns"": 12, ""span_count"": 262, ""span_coverage"": 0.9237, ""spans_per_row"": 5.8222, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 24, ""max_to_median_cell_char_ratio"": 4.8, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 15, ""status"": ""ok"", ""bbox"": [34.2, 32.18, 385.94, 549.78], ""table_area_ratio"": 0.729, ""horizontal_line_count"": 0, ""vertical_line_count"": 1, ""line_count"": 47, ""table_line_count"": 45, ""raw_rows"": 45, ""raw_columns"": 12, ""trimmed_rows"": 45, ""trimmed_columns"": 12, ""span_count"": 262, ""assigned_span_count"": 242, ""span_coverage"": 0.9237, ""spans_per_trimmed_row"": 5.8222, ""max_cell_chars"": 24, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 4.8, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012""], ""non_table_text_line_count"": 2, ""non_table_text_chars"": 29}, ""selected_model"": ""gpt-5.4"", ""model_selection_reasons"": [""many_columns""]}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,15,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 45, ""columns"": 12, ""span_count"": 262, ""span_coverage"": 0.9237, ""spans_per_row"": 5.8222, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 24, ""max_to_median_cell_char_ratio"": 4.8, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 8069, ""table_count"": 1, ""numeric_cell_count"": 43, ""unknown_token_count"": 0, ""max_table_columns"": 12, ""table_column_counts"": [12]}, ""vlm_metrics"": {""chars"": 2428, ""table_count"": 0, ""numeric_cell_count"": 0, ""unknown_token_count"": 0, ""max_table_columns"": 0, ""table_column_counts"": []}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,15,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 46, ""columns"": 9, ""span_count"": 274, ""span_coverage"": 0.927, ""spans_per_row"": 5.9565, ""span_per_row_limit"": 27.0, ""max_cell_chars"": 22, ""max_to_median_cell_char_ratio"": 4.4, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 16, ""status"": ""ok"", ""bbox"": [34.06, 32.1, 385.96, 561.25], ""table_area_ratio"": 0.7456, ""horizontal_line_count"": 0, ""vertical_line_count"": 1, ""line_count"": 47, ""table_line_count"": 46, ""raw_rows"": 46, ""raw_columns"": 9, ""trimmed_rows"": 46, ""trimmed_columns"": 9, ""span_count"": 274, ""assigned_span_count"": 254, ""span_coverage"": 0.927, ""spans_per_trimmed_row"": 5.9565, ""max_cell_chars"": 22, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 4.4, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009""], ""non_table_text_line_count"": 1, ""non_table_text_chars"": 1}, ""selected_model"": ""gpt-5.4-mini"", ""model_selection_reasons"": []}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,16,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4-mini"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 46, ""columns"": 9, ""span_count"": 274, ""span_coverage"": 0.927, ""spans_per_row"": 5.9565, ""span_per_row_limit"": 27.0, ""max_cell_chars"": 22, ""max_to_median_cell_char_ratio"": 4.4, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 6434, ""table_count"": 1, ""numeric_cell_count"": 52, ""unknown_token_count"": 0, ""max_table_columns"": 9, ""table_column_counts"": [9]}, ""vlm_metrics"": {""chars"": 1956, ""table_count"": 0, ""numeric_cell_count"": 0, ""unknown_token_count"": 0, ""max_table_columns"": 0, ""table_column_counts"": []}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,16,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 40, ""columns"": 12, ""span_count"": 206, ""span_coverage"": 0.9078, ""spans_per_row"": 5.15, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 28, ""max_to_median_cell_char_ratio"": 5.6, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 17, ""status"": ""ok"", ""bbox"": [27.98, 32.16, 388.15, 538.16], ""table_area_ratio"": 0.7297, ""horizontal_line_count"": 0, ""vertical_line_count"": 1, ""line_count"": 43, ""table_line_count"": 40, ""raw_rows"": 40, ""raw_columns"": 12, ""trimmed_rows"": 40, ""trimmed_columns"": 12, ""span_count"": 206, ""assigned_span_count"": 187, ""span_coverage"": 0.9078, ""spans_per_trimmed_row"": 5.15, ""max_cell_chars"": 28, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 5.6, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012""], ""non_table_text_line_count"": 3, ""non_table_text_chars"": 59}, ""selected_model"": ""gpt-5.4"", ""model_selection_reasons"": [""many_columns""]}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,17,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 40, ""columns"": 12, ""span_count"": 206, ""span_coverage"": 0.9078, ""spans_per_row"": 5.15, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 28, ""max_to_median_cell_char_ratio"": 5.6, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 8379, ""table_count"": 1, ""numeric_cell_count"": 36, ""unknown_token_count"": 0, ""max_table_columns"": 12, ""table_column_counts"": [12]}, ""vlm_metrics"": {""chars"": 1387, ""table_count"": 0, ""numeric_cell_count"": 0, ""unknown_token_count"": 0, ""max_table_columns"": 0, ""table_column_counts"": []}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,17,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 46, ""columns"": 10, ""span_count"": 168, ""span_coverage"": 0.8929, ""spans_per_row"": 3.6522, ""span_per_row_limit"": 30.0, ""max_cell_chars"": 17, ""max_to_median_cell_char_ratio"": 8.5, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 21, ""status"": ""ok"", ""bbox"": [32.09, 47.93, 386.53, 537.13], ""table_area_ratio"": 0.6943, ""horizontal_line_count"": 6, ""vertical_line_count"": 9, ""line_count"": 51, ""table_line_count"": 47, ""raw_rows"": 47, ""raw_columns"": 10, ""trimmed_rows"": 46, ""trimmed_columns"": 10, ""span_count"": 168, ""assigned_span_count"": 150, ""span_coverage"": 0.8929, ""spans_per_trimmed_row"": 3.6522, ""max_cell_chars"": 17, ""median_cell_chars"": 2.0, ""max_to_median_cell_char_ratio"": 8.5, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 3, ""fallback_from_columns"": 6, ""fallback_from_spans_per_row"": 39.0, ""non_table_text_line_count"": 4, ""non_table_text_chars"": 51}, ""selected_model"": ""gpt-5.4-mini"", ""model_selection_reasons"": []}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,21,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4-mini"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {}, ""coordinate_only_values"": {""percent"": [""0%""]}, ""structure_mismatches"": [""table_count_mismatch"", ""column_count_mismatch"", ""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 46, ""columns"": 10, ""span_count"": 168, ""span_coverage"": 0.8929, ""spans_per_row"": 3.6522, ""span_per_row_limit"": 30.0, ""max_cell_chars"": 17, ""max_to_median_cell_char_ratio"": 8.5, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 6008, ""table_count"": 1, ""numeric_cell_count"": 53, ""unknown_token_count"": 0, ""max_table_columns"": 10, ""table_column_counts"": [10]}, ""vlm_metrics"": {""chars"": 1114, ""table_count"": 5, ""numeric_cell_count"": 0, ""unknown_token_count"": 0, ""max_table_columns"": 2, ""table_column_counts"": [2, 1, 2, 2, 2]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,21,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
